Year,Month,Day,Inflow temperature [°C],Inflow pH [-],Inflow concentration of O2 [mg m-3],"*Suspended solids, water, unfiltered [mg m-3]","*Orthophosphate, water, filtered, as PO4 [mg m-3]","*Phosphorus, water, unfiltered, as phosphorus [mg m-3]","* Phosphorus, water, filtered, as phosphorus [mg m-3]","* Orthophosphate, water, filtered,  as phosphorus [mg m-3]",Inflow concentration of dissolved organic carbon (DOC) [mg m-3],Inflow concentration of dissolved inorganic carbon (DIC) [mg m-3],Inflow concentration of Ca2+ [mg m-3],Inflow concentration of SO4 [mg m-3],Inflow concentration of dissolved silica [mg m-3],"*Iron, suspended sediment, recoverable [mg m-3]","*Iron, water, unfiltered, recoverable [mg m-3]","*Iron, water, filtered [mg m-3]",Inflow concentration of aluminum (Al3+) [mg m-3],Inflow concentration of chlorophyll-a (Chla-P) [mg m-3],Inflow concentration of NH4 [mg m-3],Inflow concentration of NO3 [mg m-3]
1990,4,29,,,,,,244,,,,,,,,,,,,,,
1990,4,30,,,,,,319,,,,,,,,,,,,,,
1990,4,30,,,,,,,,,,,,,,,,,,,,
1990,4,30,,,,,,331,,,,,,,,,,,,,,
1990,5,1,,,,,,220,,,,,,,,,,,,,,
1990,5,2,,,,,,196,,,,,,,,,,,,,,
1990,5,3,,,,,,140,,,,,,,,,,,,,,
1990,5,4,,,,,,160,,,,,,,,,,,,,,
1990,5,5,,,,,,265,,,,,,,,,,,,,,
1990,5,6,,,,,,332,,,,,,,,,,,,,,
1990,5,6,,,,,,300,,,,,,,,,,,,,,
1990,5,6,,,,,,291,,,,,,,,,,,,,,
1990,5,7,,,,,,330,,,,,,,,,,,,,,
1990,5,7,,,,,,337,,,,,,,,,,,,,,
1990,5,7,,,,,,,,,,,,,,,,,,,,
1990,5,7,,,,,,1510,,,,,,,,,,,,,,
1990,5,8,,,,,,368,,,,,,,,,,,,,,
1990,5,8,,,,,,341,,,,,,,,,,,,,,
1990,5,9,,,,,,291,,,,,,,,,,,,,,
1990,5,10,,,,,,301,,,,,,,,,,,,,,
1990,5,11,,,,,,257,,,,,,,,,,,,,,
1990,5,12,,,,,,228,,,,,,,,,,,,,,
1990,5,13,,,,,,,,,,,,,,,,,,,,
1990,5,13,,,,,,329,,,,,,,,,,,,,,
1990,5,13,,,,,,316,,,,,,,,,,,,,,
1990,5,14,,,,,,,,,,,,,,,,,,,,
1990,5,14,,,,,,351,,,,,,,,,,,,,,
1990,5,14,,,,,,,,,,,,,,,,,,,,
1990,5,14,,,,,,364,,,,,,,,,,,,,,
1990,5,15,,,,,,426,,,,,,,,,,,,,,
1990,5,16,,,,,,431,,,,,,,,,,,,,,
1990,5,16,,,,,,948,,,,,,,,,,,,,,
1990,5,16,,,,,,855,,,,,,,,,,,,,,
1990,5,17,,,,,,938,,,,,,,,,,,,,,
1990,5,17,,,,,,946,,,,,,,,,,,,,,
1990,5,17,,,,,,972,,,,,,,,,,,,,,
1990,5,18,,,,,,1110,,,,,,,,,,,,,,
1990,5,18,,,,,,1120,,,,,,,,,,,,,,
1990,5,18,,,,,,1110,,,,,,,,,,,,,,
1990,5,19,,,,,,852,,,,,,,,,,,,,,
1990,5,20,,,,,,739,,,,,,,,,,,,,,
1990,5,21,,,,,,617,,,,,,,,,,,,,,
1990,5,21,,,,,,,,,,,,,,,,,,,,
1990,5,21,,,,,,646,,,,,,,,,,,,,,
1990,5,22,,,,,,507,,,,,,,,,,,,,,
1990,5,23,,,,,,431,,,,,,,,,,,,,,
1990,5,24,,,,,,567,,,,,,,,,,,,,,
1990,5,25,,,,,,302,,,,,,,,,,,,,,
1990,5,25,,,,,,,,,,,,,,,,,,,,
1990,5,26,,,,,,289,,,,,,,,,,,,,,
1990,5,27,,,,,,377,,,,,,,,,,,,,,
1990,5,28,,,,,,386,,,,,,,,,,,,,,
1990,5,28,,,,,,346,,,,,,,,,,,,,,
1990,5,29,,,,,,314,,,,,,,,,,,,,,
1990,5,30,,,,,,257,,,,,,,,,,,,,,
1990,5,31,,,,,,227,,,,,,,,,,,,,,
1990,6,1,,,,,,227,,,,,,,,,,,,,,
1990,6,1,,,,,,,,,,,,,,,,,,,,
1990,6,2,,,,,,221,,,,,,,,,,,,,,
1990,6,3,,,,,,297,,,,,,,,,,,,,,
1990,6,4,16.5,8.2,9300,,215,120,80,70,,,84000,78000,6700,,,21,20,,39,41800
1990,6,4,,,,,,391,,,,,,,,,,,,,,
1990,6,4,,,,,,,,,,,,,,,,,,,,
1990,6,4,,,,,,430,,,,,,,,,,,,,,
1990,6,5,,,,,,330,,,,,,,,,,,,,,
1990,6,6,,,,,,376,,,,,,,,,,,,,,
1990,6,7,,,,,,330,,,,,,,,,,,,,,
1990,6,8,,,,,,454,,,,,,,,,,,,,,
1990,6,9,,,,,,481,,,,,,,,,,,,,,
1990,6,10,,,,,,521,,,,,,,,,,,,,,
1990,6,10,,,,,,511,,,,,,,,,,,,,,
1990,6,10,,,,,,544,,,,,,,,,,,,,,
1990,6,11,,,,,,518,,,,,,,,,,,,,,
1990,6,11,,,,,,688,,,,,,,,,,,,,,
1990,6,11,,,,,,,,,,,,,,,,,,,,
1990,6,11,,,,,,636,,,,,,,,,,,,,,
1990,6,12,,,,,,718,,,,,,,,,,,,,,
1990,6,12,,,,,,766,,,,,,,,,,,,,,
1990,6,12,,,,,,750,,,,,,,,,,,,,,
1990,6,13,,,,,,714,,,,,,,,,,,,,,
1990,6,13,,,,,,649,,,,,,,,,,,,,,
1990,6,13,,,,,,575,,,,,,,,,,,,,,
1990,6,14,,,,,,456,,,,,,,,,,,,,,
1990,6,15,,,,,,452,,,,,,,,,,,,,,
1990,6,17,,,,,,395,,,,,,,,,,,,,,
1990,6,17,,,,,,416,,,,,,,,,,,,,,
1990,6,18,,,,,,377,,,,,,,,,,,,,,
1990,6,18,,,,,,,,,,,,,,,,,,,,
1990,6,18,,,,,,358,,,,,,,,,,,,,,
1990,6,19,,,,,,359,,,,,,,,,,,,,,
1990,6,20,,,,,,338,,,,,,,,,,,,,,
1990,6,21,,,,,,314,,,,,,,,,,,,,,
1990,6,22,,,,,,263,,,,,,,,,,,,,,
1990,6,22,,,,,,,,,,,,,,,,,,,,
1990,6,23,,,,,,262,,,,,,,,,,,,,,
1990,6,24,,,,,,296,,,,,,,,,,,,,,
1990,6,25,,,,,,262,,,,,,,,,,,,,,
1990,6,25,,,,,,,,,,,,,,,,,,,,
1990,6,25,,,,,,287,,,,,,,,,,,,,,
1990,6,26,,,,,,289,,,,,,,,,,,,,,
1990,6,27,,,,,,254,,,,,,,,,,,,,,
1990,6,28,,,,,,273,,,,,,,,,,,,,,
1990,6,29,,,,,,267,,,,,,,,,,,,,,
1990,6,30,,,,,,271,,,,,,,,,,,,,,
1990,7,1,,,,,,292,,,,,,,,,,,,,,
1990,7,2,,,,,,287,,,,,,,,,,,,,,
1990,7,2,,,,,,,,,,,,,,,,,,,,
1990,7,2,,,,,,268,,,,,,,,,,,,,,
1990,7,3,,,,,,270,,,,,,,,,,,,,,
1990,7,4,,,,,,246,,,,,,,,,,,,,,
1990,7,5,,,,,,224,,,,,,,,,,,,,,
1990,7,6,,,,,,245,,,,,,,,,,,,,,
1990,7,6,,,,,,,,,,,,,,,,,,,,
1990,7,7,,,,,,207,,,,,,,,,,,,,,
1990,7,8,,,,,,213,,,,,,,,,,,,,,
1990,7,9,,,,,,188,,,,,,,,,,,,,,
1990,7,9,,,,,,,,,,,,,,,,,,,,
1990,7,9,,,,,,172,,,,,,,,,,,,,,
1990,7,10,,,,,,159,,,,,,,,,,,,,,
1990,7,11,,,,,,183,,,,,,,,,,,,,,
1990,7,11,,,,,,,,,,,,,,,,,,,,
1990,7,12,,,,,,228,,,,,,,,,,,,,,
1990,7,12,,,,,,,,,,,,,,,,,,,,
1990,7,13,,,,,,258,,,,,,,,,,,,,,
1990,7,13,,,,,,,,,,,,,,,,,,,,
1990,7,14,,,,,,257,,,,,,,,,,,,,,
1990,7,14,,,,,,,,,,,,,,,,,,,,
1990,7,15,,,,,,368,,,,,,,,,,,,,,
1990,7,15,,,,,,,,,,,,,,,,,,,,
1990,7,16,,,,,,384,,,,,,,,,,,,,,
1990,7,16,,,,,,,,,,,,,,,,,,,,
1990,7,16,,,,,,419,,,,,,,,,,,,,,
1990,7,17,,,,,,383,,,,,,,,,,,,,,
1990,7,18,,,,,,343,,,,,,,,,,,,,,
1990,7,18,,,,,,,,,,,,,,,,,,,,
1990,7,19,,,,,,327,,,,,,,,,,,,,,
1990,7,20,,,,,,303,,,,,,,,,,,,,,
1990,7,20,,,,,,,,,,,,,,,,,,,,
1990,7,21,,,,,,310,,,,,,,,,,,,,,
1990,7,22,,,,,,409,,,,,,,,,,,,,,
1990,7,22,,,,,,,,,,,,,,,,,,,,
1990,7,23,,,,,,595,,,,,,,,,,,,,,
1990,7,23,,,,,,691,,,,,,,,,,,,,,
1990,7,23,,,,,,,,,,,,,,,,,,,,
1990,7,23,,,,,,956,,,,,,,,,,,,,,
1990,7,24,,,,,,1100,,,,,,,,,,,,,,
1990,7,24,,,,,,978,,,,,,,,,,,,,,
1990,7,24,21.5,7.8,7200,,245,190,100,80,,,38000,21000,7000,,,77,70,,26,22700
1990,7,24,,,,,,884,,,,,,,,,,,,,,
1990,7,24,,,,,,,,,,,,,,,,,,,,
1990,7,25,,,,,,835,,,,,,,,,,,,,,
1990,7,25,,,,,,699,,,,,,,,,,,,,,
1990,7,25,,,,,,649,,,,,,,,,,,,,,
1990,7,26,,,,,,456,,,,,,,,,,,,,,
1990,7,26,,,,,,,,,,,,,,,,,,,,
1990,7,27,,,,,,384,,,,,,,,,,,,,,
1990,7,28,,,,,,327,,,,,,,,,,,,,,
1990,7,28,,,,,,,,,,,,,,,,,,,,
1990,7,29,,,,,,328,,,,,,,,,,,,,,
1990,7,30,,,,,,331,,,,,,,,,,,,,,
1990,7,30,,,,,,,,,,,,,,,,,,,,
1990,7,30,,,,,,329,,,,,,,,,,,,,,
1990,7,31,,,,,,329,,,,,,,,,,,,,,
1990,8,1,,,,,,325,,,,,,,,,,,,,,
1990,8,2,,,,,,316,,,,,,,,,,,,,,
1990,8,3,,,,,,312,,,,,,,,,,,,,,
1990,8,3,,,,,,,,,,,,,,,,,,,,
1990,8,4,,,,,,285,,,,,,,,,,,,,,
1990,8,5,,,,,,278,,,,,,,,,,,,,,
1990,8,6,,,,,,283,,,,,,,,,,,,,,
1990,8,6,,,,,,,,,,,,,,,,,,,,
1990,8,7,,,,,,266,,,,,,,,,,,,,,
1990,8,8,,,,,,258,,,,,,,,,,,,,,
1990,8,9,,,,,,235,,,,,,,,,,,,,,
1990,8,10,,,,,,157,,,,,,,,,,,,,,
1990,8,10,,,,,,,,,,,,,,,,,,,,
1990,8,11,,,,,,156,,,,,,,,,,,,,,
1990,8,12,,,,,,162,,,,,,,,,,,,,,
1990,8,13,,,,,,168,,,,,,,,,,,,,,
1990,8,13,,,,,,,,,,,,,,,,,,,,
1990,8,13,,,,,,170,,,,,,,,,,,,,,
1990,8,14,,,,,,205,,,,,,,,,,,,,,
1990,8,15,,,,,,212,,,,,,,,,,,,,,
1990,8,16,,,,,,245,,,,,,,,,,,,,,
1990,8,17,,,,,,,,,,,,,,,,,,,,
1990,8,17,,,,,,249,,,,,,,,,,,,,,
1990,8,18,,,,,,251,,,,,,,,,,,,,,
1990,8,19,,,,,,258,,,,,,,,,,,,,,
1990,8,20,,,,,,264,,,,,,,,,,,,,,
1990,8,20,,,,,,,,,,,,,,,,,,,,
1990,8,20,,,,,,277,,,,,,,,,,,,,,
1990,8,21,,,,,,282,,,,,,,,,,,,,,
1990,8,22,,,,,,333,,,,,,,,,,,,,,
1990,8,23,,,,,,295,,,,,,,,,,,,,,
1990,8,24,,,,,,368,,,,,,,,,,,,,,
1990,8,24,,,,,,,,,,,,,,,,,,,,
1990,8,25,,,,,,311,,,,,,,,,,,,,,
1990,8,26,,,,,,301,,,,,,,,,,,,,,
1990,8,27,,,,,,278,,,,,,,,,,,,,,
1990,8,27,,,,,,,,,,,,,,,,,,,,
1990,8,27,,,,,,304,,,,,,,,,,,,,,
1990,8,28,,,,,,301,,,,,,,,,,,,,,
1990,8,29,,,,,,307,,,,,,,,,,,,,,
1990,8,30,,,,,,297,,,,,,,,,,,,,,
1990,8,31,,,,,,321,,,,,,,,,,,,,,
1990,9,1,,,,,,346,,,,,,,,,,,,,,
1990,9,2,,,,,,323,,,,,,,,,,,,,,
1990,9,3,,,,,,324,,,,,,,,,,,,,,
1990,9,3,,,,,,,,,,,,,,,,,,,,
1990,9,3,,,,,,300,,,,,,,,,,,,,,
1990,9,4,,,,,,292,,,,,,,,,,,,,,
1990,9,5,,,,,,285,,,,,,,,,,,,,,
1990,9,6,,,,,,248,,,,,,,,,,,,,,
1990,9,7,,,,,,255,,,,,,,,,,,,,,
1990,9,8,,,,,,1520,,,,,,,,,,,,,,
1990,9,9,,,,,,240,,,,,,,,,,,,,,
1990,9,10,,,,,,238,,,,,,,,,,,,,,
1990,9,10,,,,,,,,,,,,,,,,,,,,
1990,9,10,,,,,,269,,,,,,,,,,,,,,
1990,9,11,,,,,,331,,,,,,,,,,,,,,
1990,9,12,,,,,,331,,,,,,,,,,,,,,
1990,9,13,,,,,,267,,,,,,,,,,,,,,
1990,9,14,,,,,,234,,,,,,,,,,,,,,
1990,9,15,,,,,,237,,,,,,,,,,,,,,
1990,9,16,,,,,,298,,,,,,,,,,,,,,
1990,9,17,,,,,,290,,,,,,,,,,,,,,
1990,9,17,,,,,,,,,,,,,,,,,,,,
1990,9,17,,,,,,283,,,,,,,,,,,,,,
1990,9,18,,,,,,270,,,,,,,,,,,,,,
1990,9,20,,,,,,306,,,,,,,,,,,,,,
1990,9,21,,,,,,283,,,,,,,,,,,,,,
1990,9,22,,,,,,269,,,,,,,,,,,,,,
1990,9,23,,,,,,261,,,,,,,,,,,,,,
1990,9,24,,,,,,240,,,,,,,,,,,,,,
1990,9,24,,,,,,,,,,,,,,,,,,,,
1990,9,24,,,,,,245,,,,,,,,,,,,,,
1990,9,25,,,,,,274,,,,,,,,,,,,,,
1990,9,26,,,,,,255,,,,,,,,,,,,,,
1990,9,27,,,,,,262,,,,,,,,,,,,,,
1990,9,28,,,,,,258,,,,,,,,,,,,,,
1990,9,29,,,,,,270,,,,,,,,,,,,,,
1990,9,30,,,,,,264,,,,,,,,,,,,,,
1990,10,1,,,,,,250,,,,,,,,,,,,,,
1990,10,1,,,,,,255,,,,,,,,,,,,,,
1990,10,1,,,,,,268,,,,,,,,,,,,,,
1990,10,2,,,,,,229,,,,,,,,,,,,,,
1990,10,3,,,,,,211,,,,,,,,,,,,,,
1990,10,4,,,,,,211,,,,,,,,,,,,,,
1990,10,5,,,,,,217,,,,,,,,,,,,,,
1990,10,6,,,,,,204,,,,,,,,,,,,,,
1990,10,7,,,,,,220,,,,,,,,,,,,,,
1990,10,8,,,,,,204,,,,,,,,,,,,,,
1990,10,9,,,,,,190,,,,,,,,,,,,,,
1990,10,10,,,,,,248,,,,,,,,,,,,,,
1990,10,11,,,,,,605,,,,,,,,,,,,,,
1990,10,12,,,,,,699,,,,,,,,,,,,,,
1990,10,12,,,,,,708,,,,,,,,,,,,,,
1990,10,12,,,,,,652,,,,,,,,,,,,,,
1990,10,13,,,,,,613,,,,,,,,,,,,,,
1990,10,13,,,,,,508,,,,,,,,,,,,,,
1990,10,14,,,,,,423,,,,,,,,,,,,,,
1990,10,15,,,,,,386,,,,,,,,,,,,,,
1990,10,15,,,,,,,,,,,,,,,,,,,,
1990,10,15,,,,,,368,,,,,,,,,,,,,,
1990,10,16,,,,,,294,,,,,,,,,,,,,,
1990,10,17,,,,,,282,,,,,,,,,,,,,,
1990,10,18,,,,,,305,,,,,,,,,,,,,,
1990,10,19,,,,,,303,,,,,,,,,,,,,,
1990,10,20,,,,,,256,,,,,,,,,,,,,,
1990,10,21,,,,,,242,,,,,,,,,,,,,,
1990,10,22,,,,,,215,,,,,,,,,,,,,,
1990,10,22,,,,,,223,,,,,,,,,,,,,,
1990,10,23,,,,,,240,,,,,,,,,,,,,,
1990,10,24,,,,,,251,,,,,,,,,,,,,,
1990,10,25,,,,,,267,,,,,,,,,,,,,,
1990,10,26,,,,,,243,,,,,,,,,,,,,,
1990,10,27,,,,,,243,,,,,,,,,,,,,,
1990,10,28,,,,,,224,,,,,,,,,,,,,,
1990,10,29,,,,,,217,,,,,,,,,,,,,,
1990,10,29,,,,,,,,,,,,,,,,,,,,
1990,10,29,,,,,,200,,,,,,,,,,,,,,
1990,10,30,,,,,,194,,,,,,,,,,,,,,
1990,10,31,,,,,,200,,,,,,,,,,,,,,
1990,11,1,,,,,,195,,,,,,,,,,,,,,
1990,11,2,,,,,,185,,,,,,,,,,,,,,
1990,11,3,,,,,,198,,,,,,,,,,,,,,
1990,11,4,,,,,,182,,,,,,,,,,,,,,
1990,11,5,,,,,,171,,,,,,,,,,,,,,
1990,11,5,,,,,,164,,,,,,,,,,,,,,
1990,11,5,,,,,,208,,,,,,,,,,,,,,
1990,11,6,,,,,,183,,,,,,,,,,,,,,
1990,11,7,,,,,,208,,,,,,,,,,,,,,
1990,11,8,,,,,,311,,,,,,,,,,,,,,
1990,11,9,,,,,,251,,,,,,,,,,,,,,
1990,11,10,,,,,,229,,,,,,,,,,,,,,
1990,11,11,,,,,,240,,,,,,,,,,,,,,
1990,11,12,,,,,,229,,,,,,,,,,,,,,
1990,11,12,,,,,,,,,,,,,,,,,,,,
1990,11,12,,,,,,222,,,,,,,,,,,,,,
1990,11,13,,,,,,215,,,,,,,,,,,,,,
1990,11,14,,,,,,201,,,,,,,,,,,,,,
1990,11,15,,,,,,201,,,,,,,,,,,,,,
1990,11,16,,,,,,200,,,,,,,,,,,,,,
1990,11,17,,,,,,193,,,,,,,,,,,,,,
1990,11,18,,,,,,175,,,,,,,,,,,,,,
1990,11,19,,,,,,155,,,,,,,,,,,,,,
1990,11,19,,,,,,146,,,,,,,,,,,,,,
1990,11,20,,,,,,145,,,,,,,,,,,,,,
1990,11,21,,,,,,141,,,,,,,,,,,,,,
1990,11,22,,,,,,149,,,,,,,,,,,,,,
1990,11,23,,,,,,125,,,,,,,,,,,,,,
1990,11,24,,,,,,136,,,,,,,,,,,,,,
1990,11,25,,,,,,123,,,,,,,,,,,,,,
1990,11,26,,,,,,116,,,,,,,,,,,,,,
1990,11,26,,,,,,,,,,,,,,,,,,,,
1990,11,26,,,,,,124,,,,,,,,,,,,,,
1990,11,27,,,,,,145,,,,,,,,,,,,,,
1990,11,28,,,,,,192,,,,,,,,,,,,,,
1990,11,29,,,,,,229,,,,,,,,,,,,,,
1990,11,30,,,,,,181,,,,,,,,,,,,,,
1990,12,1,,,,,,179,,,,,,,,,,,,,,
1990,12,2,,,,,,201,,,,,,,,,,,,,,
1990,12,3,,,,,,527,,,,,,,,,,,,,,
1990,12,4,,,,,,826,,,,,,,,,,,,,,
1990,12,5,,,,,,779,,,,,,,,,,,,,,
1990,12,6,,,,,,590,,,,,,,,,,,,,,
1990,12,7,,,,,,484,,,,,,,,,,,,,,
1990,12,8,,,,,,378,,,,,,,,,,,,,,
1990,12,9,,,,,,328,,,,,,,,,,,,,,
1990,12,10,,,,,,268,,,,,,,,,,,,,,
1990,12,10,,,,,,,,,,,,,,,,,,,,
1990,12,10,,,,,,252,,,,,,,,,,,,,,
1990,12,11,,,,,,236,,,,,,,,,,,,,,
1990,12,12,,,,,,252,,,,,,,,,,,,,,
1990,12,13,,,,,,223,,,,,,,,,,,,,,
1990,12,14,,,,,,200,,,,,,,,,,,,,,
1990,12,15,,,,,,216,,,,,,,,,,,,,,
1990,12,16,,,,,,239,,,,,,,,,,,,,,
1990,12,17,,,,,,189,,,,,,,,,,,,,,
1990,12,18,1,8.3,11700,,184,140,90,60,,,84000,69000,7800,,,69,70,,142,22000
1991,1,2,,,,,,1030,,,,,,,,,,,,,,
1991,1,3,,,,,,910,,,,,,,,,,,,,,
1991,1,3,,,,,,841,,,,,,,,,,,,,,
1991,1,3,,,,,,754,,,,,,,,,,,,,,
1991,1,4,,,,,,710,,,,,,,,,,,,,,
1991,1,4,,,,,,1270,,,,,,,,,,,,,,
1991,1,4,,,,,,684,,,,,,,,,,,,,,
1991,1,5,,,,,,651,,,,,,,,,,,,,,
1991,1,5,,,,,,616,,,,,,,,,,,,,,
1991,1,5,,,,,,595,,,,,,,,,,,,,,
1991,1,6,,,,,,557,,,,,,,,,,,,,,
1991,1,6,,,,,,541,,,,,,,,,,,,,,
1991,1,6,,,,,,523,,,,,,,,,,,,,,
1991,1,7,,,,,,496,,,,,,,,,,,,,,
1991,1,7,,,,,,463,,,,,,,,,,,,,,
1991,1,7,,,,,,407,,,,,,,,,,,,,,
1991,1,8,,,,,,344,,,,,,,,,,,,,,
1991,1,9,,,,,,278,,,,,,,,,,,,,,
1991,1,10,,,,,,248,,,,,,,,,,,,,,
1991,1,11,,,,,,209,,,,,,,,,,,,,,
1991,1,12,,,,,,213,,,,,,,,,,,,,,
1991,1,13,,,,,,201,,,,,,,,,,,,,,
1991,1,14,,,,,,169,,,,,,,,,,,,,,
1991,1,14,,,,,,150,,,,,,,,,,,,,,
1991,1,15,,,,,,163,,,,,,,,,,,,,,
1991,1,16,,,,,,274,,,,,,,,,,,,,,
1991,1,16,,,,,,899,,,,,,,,,,,,,,
1991,1,16,,,,,,573,,,,,,,,,,,,,,
1991,1,17,,,,,,464,,,,,,,,,,,,,,
1991,1,18,,,,,,446,,,,,,,,,,,,,,
1991,1,19,,,,,,384,,,,,,,,,,,,,,
1991,1,20,,,,,,342,,,,,,,,,,,,,,
1991,1,21,,,,,,297,,,,,,,,,,,,,,
1991,1,21,,,,,,263,,,,,,,,,,,,,,
1991,1,22,,,,,,237,,,,,,,,,,,,,,
1991,1,23,,,,,,225,,,,,,,,,,,,,,
1991,1,24,,,,,,189,,,,,,,,,,,,,,
1991,1,25,,,,,,165,,,,,,,,,,,,,,
1991,1,26,,,,,,176,,,,,,,,,,,,,,
1991,1,27,,,,,,157,,,,,,,,,,,,,,
1991,1,28,,,,,,134,,,,,,,,,,,,,,
1991,1,28,,,,,,,,,,,,,,,,,,,,
1991,1,28,,,,,,139,,,,,,,,,,,,,,
1991,1,29,,,,,,130,,,,,,,,,,,,,,
1991,1,30,,,,,,120,,,,,,,,,,,,,,
1991,1,31,,,,,,127,,,,,,,,,,,,,,
1991,2,1,,,,,,124,,,,,,,,,,,,,,
1991,2,2,,,,,,123,,,,,,,,,,,,,,
1991,2,3,,,,,,118,,,,,,,,,,,,,,
1991,2,4,,,,,,120,,,,,,,,,,,,,,
1991,2,4,,,,,,129,,,,,,,,,,,,,,
1991,2,11,,,,,,,,,,,,,,,,,,,,
1991,2,11,,,,,,228,,,,,,,,,,,,,,
1991,2,12,,,,,,197,,,,,,,,,,,,,,
1991,2,13,,,,,,190,,,,,,,,,,,,,,
1991,2,14,,,,,,155,,,,,,,,,,,,,,
1991,2,15,,,,,,153,,,,,,,,,,,,,,
1991,2,16,,,,,,146,,,,,,,,,,,,,,
1991,2,17,,,,,,133,,,,,,,,,,,,,,
1991,2,18,,,,,,132,,,,,,,,,,,,,,
1991,2,18,,,,,,162,,,,,,,,,,,,,,
1991,2,19,,,,,,239,,,,,,,,,,,,,,
1991,2,19,,,,,,244,,,,,,,,,,,,,,
1991,2,20,,,,,,271,,,,,,,,,,,,,,
1991,2,20,,,,,,284,,,,,,,,,,,,,,
1991,2,20,,,,,,268,,,,,,,,,,,,,,
1991,2,21,,,,,,335,,,,,,,,,,,,,,
1991,2,22,,,,,,299,,,,,,,,,,,,,,
1991,2,23,,,,,,255,,,,,,,,,,,,,,
1991,2,24,,,,,,219,,,,,,,,,,,,,,
1991,2,25,,,,,,213,,,,,,,,,,,,,,
1991,2,25,,,,,,,,,,,,,,,,,,,,
1991,2,25,,,,,,173,,,,,,,,,,,,,,
1991,2,26,,,,,,163,,,,,,,,,,,,,,
1991,2,27,,,,,,210,,,,,,,,,,,,,,
1991,2,28,,,,,,148,,,,,,,,,,,,,,
1991,3,1,,,,,,145,,,,,,,,,,,,,,
1991,3,2,,,,,,140,,,,,,,,,,,,,,
1991,3,3,,,,,,132,,,,,,,,,,,,,,
1991,3,4,,,,,,118,,,,,,,,,,,,,,
1991,3,4,,,,,,113,,,,,,,,,,,,,,
1991,3,5,,,,,,130,,,,,,,,,,,,,,
1991,3,6,,,,,,148,,,,,,,,,,,,,,
1991,3,7,,,,,,140,,,,,,,,,,,,,,
1991,3,8,,,,,,137,,,,,,,,,,,,,,
1991,3,9,,,,,,148,,,,,,,,,,,,,,
1991,3,10,,,,,,137,,,,,,,,,,,,,,
1991,3,11,,,,,,127,,,,,,,,,,,,,,
1991,3,11,,,,,,,,,,,,,,,,,,,,
1991,3,11,,,,,,139,,,,,,,,,,,,,,
1991,3,12,,,,,,131,,,,,,,,,,,,,,
1991,3,13,2.5,8.5,13200,,123,90,40,40,,,83000,76000,5700,,,97,20,,90,19700
1991,3,13,,,,,,123,,,,,,,,,,,,,,
1991,3,14,,,,,,106,,,,,,,,,,,,,,
1991,3,15,,,,,,121,,,,,,,,,,,,,,
1991,3,16,,,,,,114,,,,,,,,,,,,,,
1991,3,17,,,,,,123,,,,,,,,,,,,,,
1991,3,18,,,,,,91,,,,,,,,,,,,,,
1991,3,19,,,,,,120,,,,,,,,,,,,,,
1991,3,19,,,,,,94,,,,,,,,,,,,,,
1991,3,20,,,,,,110,,,,,,,,,,,,,,
1991,3,25,,,,,,,,,,,,,,,,,,,,
1991,3,25,,,,,,128,,,,,,,,,,,,,,
1991,3,26,,,,,,115,,,,,,,,,,,,,,
1991,3,27,,,,,,144,,,,,,,,,,,,,,
1991,3,28,,,,,,158,,,,,,,,,,,,,,
1991,3,29,,,,,,182,,,,,,,,,,,,,,
1991,3,30,,,,,,178,,,,,,,,,,,,,,
1991,3,31,,,,,,179,,,,,,,,,,,,,,
1991,4,1,,,,,,185,,,,,,,,,,,,,,
1991,4,1,,,,,,172,,,,,,,,,,,,,,
1991,4,8,,,,,,,,,,,,,,,,,,,,
1991,4,8,,,,,,162,,,,,,,,,,,,,,
1991,4,9,,,,,,201,,,,,,,,,,,,,,
1991,4,10,,,,,,236,,,,,,,,,,,,,,
1991,4,11,,,,,,181,,,,,,,,,,,,,,
1991,4,12,,,,,,162,,,,,,,,,,,,,,
1991,4,13,,,,,,152,,,,,,,,,,,,,,
1991,4,14,,,,,,190,,,,,,,,,,,,,,
1991,4,15,,,,,,271,,,,,,,,,,,,,,
1991,4,15,,,,,,,,,,,,,,,,,,,,
1991,4,15,,,,,,195,,,,,,,,,,,,,,
1991,4,16,,,,,,226,,,,,,,,,,,,,,
1991,4,17,,,,,,394,,,,,,,,,,,,,,
1991,4,17,,,,,,460,,,,,,,,,,,,,,
1991,4,18,,,,,,480,,,,,,,,,,,,,,
1991,4,18,,,,,,438,,,,,,,,,,,,,,
1991,4,18,,,,,,397,,,,,,,,,,,,,,
1991,4,19,,,,,,396,,,,,,,,,,,,,,
1991,4,19,,,,,,363,,,,,,,,,,,,,,
1991,4,19,,,,,,567,,,,,,,,,,,,,,
1991,4,20,,,,,,688,,,,,,,,,,,,,,
1991,4,20,,,,,,777,,,,,,,,,,,,,,
1991,4,20,,,,,,792,,,,,,,,,,,,,,
1991,4,21,,,,,,777,,,,,,,,,,,,,,
1991,4,21,,,,,,765,,,,,,,,,,,,,,
1991,4,21,,,,,,691,,,,,,,,,,,,,,
1991,4,22,,,,,,599,,,,,,,,,,,,,,
1991,4,22,,,,,,540,,,,,,,,,,,,,,
1991,4,22,,,,,,,,,,,,,,,,,,,,
1991,4,22,,,,,,534,,,,,,,,,,,,,,
